,Bed,Bath,m²,Price,Address,Property_type,New_build,Page,County,Province
213,6.0,5.0,265.0,535000.0,"13 Cill Na Cailli, Clarina, Co. Limerick",Detached,no,10,Limerick,Munster
214,2.0,2.0,77.0,395000.0,"Apartment 9, Marlfield House, Saint Gabriels, Johnstown Road, Cabinteely, Dublin 18",Apartment,no,10,Dublin 18,Leinster
215,4.0,2.0,238.0,535000.0,"Coolgower House, Coolgower, Waterford",Detached,no,10,Waterford,Munster
216,2.0,3.0,75.0,295000.0,"19 Springfield Court, Wicklow Town, Co. Wicklow",Terrace,no,10,Wicklow,Leinster
217,5.0,2.0,146.0,595000.0,"93 Brookwood Avenue, Artane, Artane, Dublin 5",Semi-D,no,10,Dublin 5,Leinster
218,4.0,3.0,,575000.0,"Rocksprings, Knockhouse, Waterford",Detached,no,10,Waterford,Munster
219,4.0,2.0,134.0,320000.0,"1 Gleann Aras View, Grenagh, Co. Cork",Semi-D,no,10,Cork,Munster
220,6.0,5.0,367.0,625000.0,"Willow Field, Lydican, Galway City, Co. Galway",Detached,no,11,Galway,Connaught
221,4.0,3.0,,269000.0,"Iona, Shercock Road, Bailieborough, Co. Cavan",Detached,no,11,Cavan,Ulster
222,4.0,3.0,231.0,950000.0,"Sea View, 50 Carrickbrack Hill, Sutton, Dublin 13",Detached,no,11,Dublin 13,Leinster
223,6.0,3.0,260.0,1150000.0,"1 New Park Road, Blackrock, Co. Dublin",Semi-D,no,11,Dublin,Leinster
224,4.0,1.0,126.0,930000.0,"Sunnyside, 102 Clontarf Road, Clontarf, Dublin 3",Semi-D,no,11,Dublin 3,Leinster
225,9.0,6.0,561.0,2500000.0,"South Hill House, Merrion Park, Blackrock, Co. Dublin",Detached,no,11,Dublin,Leinster
226,3.0,4.0,,310000.0,"15 Millbourne Park, Ashbourne, Co. Meath",Duplex,no,11,Meath,Leinster
227,4.0,3.0,124.0,575000.0,"15 Danieli Drive, Artane, Artane, Dublin 5",Semi-D,no,11,Dublin 5,Leinster
228,4.0,2.0,131.0,,"24 Hawthorn Drive, Crinkle, Birr, Co. Offaly",Semi-D,no,11,Offaly,Leinster
229,3.0,3.0,86.0,225000.0,"29 Gleann Tuarigh, Chickley's Road, Youghal, Co. Cork",Semi-D,no,11,Cork,Munster
230,4.0,4.0,155.0,399500.0,"7 Rose Lawn, Rose Hill, Kilkenny, Co. Kilkenny",Detached,no,11,Kilkenny,Leinster
231,4.0,5.0,212.0,595000.0,"Commeen, Carrigaline, Co. Cork",Detached,no,11,Cork,Munster
232,5.0,5.0,,595000.0,"Grangehiggin, Naas, Co. Kildare",Detached,no,11,Kildare,Leinster
233,4.0,2.0,125.0,390000.0,"Primrose Cottage, Wicklow Town, Co. Wicklow",Detached,no,11,Wicklow,Leinster
234,4.0,2.0,179.0,400000.0,"Carrowhubbock South, Enniscrone, Co. Sligo",Detached,no,11,Sligo,Connaught
235,5.0,5.0,260.0,739000.0,"9 The Fairways, Faithlegg, Co. Waterford",Detached,no,11,Waterford,Munster
236,3.0,1.0,87.0,450000.0,"7 The Wood, Crinken Glen, Shankill, Dublin 18",Semi-D,no,11,Dublin 18,Leinster
237,4.0,1.0,87.0,180000.0,"Aghada, Co. Cork",Detached,no,11,Cork,Munster
238,2.0,2.0,72.0,350000.0,"45 Charlesland Wood, Charlesland, Greystones, Co. Wicklow",Terrace,no,11,Wicklow,Leinster
239,4.0,2.0,135.0,895000.0,"6 The Stiles Road, Clontarf, Clontarf, Dublin 3",Semi-D,no,11,Dublin 3,Leinster
240,1.0,1.0,48.0,285000.0,"Bethany, 18 Saint Joseph's Square, Dublin 3",Apartment,no,12,Dublin 3,Leinster
241,4.0,2.0,123.0,375000.0,"85 Rosehill, Wicklow Town, Co. Wicklow",Detached,no,12,Wicklow,Leinster
242,2.0,1.0,45.0,295000.0,"90 Rialto Cottages, Rialto, Rialto, Dublin 8",Terrace,no,12,Dublin 8,Leinster
243,3.0,3.0,102.0,350000.0,"19 Saint Samson's Square, Balgriffin, Dublin 13",End of Terrace,no,12,Dublin 13,Leinster
244,3.0,3.0,102.0,210000.0,"107 Woodfield, Galway Road, Tuam, Co. Galway",Semi-D,no,12,Galway,Connaught
245,3.0,1.0,70.0,195000.0,"16 Centenary Row, St. Lukes, Cork City, Cork City, Co. Cork",Terrace,no,12,Cork,Munster
246,4.0,2.0,180.0,895000.0,"21 Carrickbrack Lawn, Sutton, Sutton, Dublin 13",Detached,no,12,Dublin 13,Leinster
247,4.0,3.0,218.0,1775000.0,"20 Lad Lane Upper, Dublin 2",Terrace,no,12,Dublin 2,Leinster
248,3.0,2.0,158.0,550000.0,"Mooretown, Ardcath, Co. Meath",Detached,no,12,Meath,Leinster
249,5.0,5.0,204.0,430000.0,"Mountrivers, Rylane, Co. Cork",Detached,no,12,Cork,Munster
250,4.0,2.0,138.0,249000.0,"1 Annagheran Lodge, Annaghieran, Shercock, Co. Cavan",Detached,no,12,Cavan,Ulster
251,4.0,3.0,118.0,475000.0,"2 Mount Symon Rise, Clonsilla, Clonsilla, Dublin 15",Detached,no,12,Dublin 15,Leinster
252,3.0,3.0,109.0,485000.0,"41 Beresford Court, Donabate, Co. Dublin",Semi-D,no,12,Dublin,Leinster
253,4.0,2.0,190.0,650000.0,"Remount Farm, Racecourse Commons, Lusk, Co. Dublin",Detached,no,12,Dublin,Leinster
254,4.0,3.0,220.0,1170000.0,"29 Clonkeen Road, Blackrock, Co. Dublin",Semi-D,no,12,Dublin,Leinster
255,4.0,3.0,,380000.0,"20 Riverside Grove, Newbridge, Co. Kildare",Semi-D,no,12,Kildare,Leinster
256,3.0,2.0,,193000.0,"6 Thornbrook, The Ballagh, Co. Wexford",Semi-D,no,12,Wexford,Leinster
257,3.0,4.0,154.0,595000.0,"57 Drumnigh Manor, Portmarnock, Co. Dublin",Terrace,no,12,Dublin,Leinster
258,4.0,3.0,120.0,299000.0,"27 Village Gate, Ballycanew, Co. Wexford",Semi-D,no,12,Wexford,Leinster
259,3.0,2.0,149.0,130000.0,"16 Church Street, Tipperary Town, Co. Tipperary",Townhouse,no,12,Tipperary,Munster
260,8.0,5.0,299.0,625000.0,"Hill House, Palmers Hill, Cashel, Co. Tipperary",Detached,no,13,Tipperary,Munster
261,5.0,3.0,223.0,1350000.0,"87 Haddington Road, Dublin 4",Terrace,no,13,Dublin 4,Leinster
262,4.0,3.0,,475000.0,"7 Blackthorn Drive, Grantstown Village, Grantstown, Co. Waterford",Detached,no,13,Waterford,Munster
263,3.0,3.0,87.0,215000.0,"3 The Walk, Fairfield Park, Waterford City, Co. Waterford",Semi-D,no,13,Waterford,Munster
264,3.0,2.0,87.0,240000.0,"Apartment 11 Marlfield Mall, Kiltipper Way, Tallaght, Dublin 24",Apartment,no,13,Dublin 24,Leinster
265,4.0,3.0,136.0,375000.0,"13 Dun Emer Road, Lusk, Co. Dublin",Semi-D,no,13,Dublin,Leinster
266,4.0,3.0,98.0,350000.0,"23A The Drive, St. Catherine's Estate, Rush, Co. Dublin",Detached,no,13,Dublin,Leinster
267,5.0,3.0,,650000.0,"Cove Park, Tramore, Co. Waterford",Detached,no,13,Waterford,Munster
268,4.0,4.0,227.0,595000.0,"Glinny, Riverstick, Co. Cork",Detached,no,13,Cork,Munster
269,3.0,3.0,134.0,300000.0,"55 Curragh Finn, Rathbride Road, Kildare, Co. Kildare",Semi-D,no,13,Kildare,Leinster
270,3.0,2.0,92.0,400000.0,"26 Saint Pappin Green, Ballymun, Glasnevin, Dublin 11",Semi-D,no,13,Dublin 11,Leinster
271,2.0,2.0,108.0,520000.0,"Loughmahon View, The Close, Rochestown, Co. Cork",Detached,no,13,Cork,Munster
272,5.0,3.0,135.0,345000.0,"1E Edgeworth Court, Longwood, Enfield, Co. Meath",Detached,no,13,Meath,Leinster
273,4.0,3.0,6879.527336004209,745000.0,"The Old School House, Avoca, Co. Wicklow",Detached,no,13,Wicklow,Leinster
274,4.0,3.0,149.0,525000.0,"10 Cúl Aitinn, Clybaun Road, Galway City, Co. Galway",Detached,no,13,Galway,Connaught
275,2.0,1.0,60.0,250000.0,"6 The Jetty, Kellys Bay, Skerries, Co. Dublin",Apartment,no,13,Dublin,Leinster
276,2.0,1.0,54.0,169000.0,"4 Saint Peter Street, Limerick City, Co. Limerick",Semi-D,no,13,Limerick,Munster
277,4.0,2.0,,210000.0,"Glencollins Lower, Ballydesmond, Co. Cork",Bungalow,no,13,Cork,Munster
278,3.0,3.0,161.0,1700000.0,"Apartment 12, Glaunsharoon, Donnybrook, Dublin 4",Apartment,no,13,Dublin 4,Leinster
279,4.0,3.0,135.0,389000.0,"6 Oakfield, Raheen, Co. Limerick",Semi-D,no,13,Limerick,Munster
280,4.0,4.0,175.0,975000.0,"Dunamase, Dunamase, Old Frankfort, Dundrum Road, Dublin 14",Detached,no,14,Dublin 14,Leinster
281,4.0,3.0,124.0,240000.0,"53 Manorfield, Kinnegad, Co. Westmeath",Semi-D,no,14,Westmeath,Leinster
282,4.0,3.0,140.0,895000.0,"7 Hampton Park, Saint Helen's Wood, Booterstown, Co. Dublin",Semi-D,no,14,Dublin,Leinster
283,7.0,3.0,324.0,399000.0,"37 Great William O'Brien Street, Blackpool, Co. Cork",Terrace,no,14,Cork,Munster
284,4.0,3.0,120.0,255000.0,"134 Palace Fields, Tuam, Co. Galway",Semi-D,no,14,Galway,Connaught
285,5.0,3.0,167.0,,"Dernaferst, Lough Gowna, Co. Cavan",Detached,no,14,Cavan,Ulster
286,4.0,5.0,320.0,1500000.0,"KELLISTOWN STUD, Kellistown Stud, Kellistown, Co. Carlow",Detached,no,14,Carlow,Leinster
287,3.0,3.0,92.0,315000.0,"10 Castlelyon Avenue, Newcastle, Co. Dublin",Semi-D,no,14,Dublin,Leinster
288,5.0,3.0,170.0,1100000.0,"Lohengrin, 13 Charleville, Churchtown, Dublin 14",Detached,no,14,Dublin 14,Leinster
289,5.0,3.0,,370000.0,"Knockagolig, Liscarrol, Co. Cork",Detached,no,14,Cork,Munster
290,3.0,2.0,163.0,875000.0,"Apartment 6, The Yew, Carysfort Hall, Blackrock, Co. Dublin",Duplex,no,14,Dublin,Leinster
291,5.0,3.0,176.0,445000.0,"Lizlee, Model Farm Road, Co. Cork",Detached,no,14,Cork,Munster
292,3.0,2.0,90.0,735000.0,"16 Arbutus Place, Lombard Street West, Dublin 8",Terrace,no,14,Dublin 8,Leinster
293,5.0,5.0,313.0,675000.0,"Grianan, Dunmanway Road, Bandon, Co. Cork",Detached,no,14,Cork,Munster
294,4.0,3.0,122.0,365000.0,"60 Rose Hill, Wicklow Town, Co. Wicklow",Detached,no,14,Wicklow,Leinster
295,3.0,1.0,93.0,280000.0,"Aucloggeen, Claregalway, Co. Galway",Detached,no,14,Galway,Connaught
296,3.0,3.0,113.0,345000.0,"30 Waterville Row, Blanchardstown, Dublin 15",Apartment,no,14,Dublin 15,Leinster
297,2.0,3.0,82.0,310000.0,"6 The Close, Maryborough Ridge, Douglas, Co. Cork",Terrace,no,14,Cork,Munster
298,3.0,1.0,69.0,280000.0,"75 Castle Park, Tallaght, Dublin 24",Terrace,no,14,Dublin 24,Leinster
299,2.0,2.0,76.0,395000.0,"56 The Crescent, Carrickmines Manor, Carrickmines, Dublin 18",Apartment,no,14,Dublin 18,Leinster
300,4.0,2.0,143.0,595000.0,"Trenton, 27 Loreto Park, Douglas, Co. Cork",Semi-D,no,15,Cork,Munster
301,2.0,3.0,82.0,310000.0,"6 The Close, Maryborough Ridge, Douglas, Co. Cork",Terrace,no,15,Cork,Munster
302,4.0,3.0,107.0,239000.0,"16 The Laurels, Woodtown Lodge, Sligo, Co. Sligo",Semi-D,no,15,Sligo,Connaught
303,4.0,2.0,70.0,199000.0,"46 Martin Savage Terrace, Sligo, Co. Sligo",Terrace,no,15,Sligo,Connaught
304,2.0,1.0,69.0,145000.0,"Apartment 19, Bridgeview Court, Waterford City, Co. Waterford",Apartment,no,15,Waterford,Munster
305,4.0,4.0,149.0,375000.0,"3 Beech Grove, Castlepark, Mallow, Co. Cork",Detached,no,15,Cork,Munster
306,3.0,3.0,96.0,345000.0,"18 Ardkeale, Mount Oval Village, Rochestown, Co. Cork",End of Terrace,no,15,Cork,Munster
307,7.0,2.0,191.0,585000.0,"Saint Anne's, Priests Road, Tramore, Co. Waterford",Detached,no,15,Waterford,Munster
308,4.0,4.0,,695000.0,"Fermain, Golf Road, Rush, Co. Dublin",Detached,no,15,Dublin,Leinster
309,4.0,3.0,,570000.0,"Dreenacknow House, Dreenacknow, P75HD21, Bantry, Co. Cork",Detached,no,15,Cork,Munster
310,4.0,2.0,126.0,975000.0,"8 Castleview Park, Dublin Road, Malahide, Co. Dublin",Semi-D,no,15,Dublin,Leinster
311,3.0,2.0,87.0,210000.0,"12 Lakeview Court, Pennyfeather Way, Kilkenny, Co. Kilkenny",End of Terrace,no,15,Kilkenny,Leinster
312,5.0,4.0,325.0,775000.0,"22 Otteran Place, South Parade, Waterford City, Co. Waterford",Terrace,no,15,Waterford,Munster
313,4.0,3.0,200.0,670000.0,"Barronsland, Bennettsbridge, Co. Kilkenny",Detached,no,15,Kilkenny,Leinster
314,6.0,4.0,413.0,665000.0,"Parkboy, Ballyroe, Tralee, Co. Kerry",Detached,no,15,Kerry,Munster
315,4.0,2.0,125.0,415000.0,"81 Saunders Lane, Rathnew, Co. Wicklow",Semi-D,no,15,Wicklow,Leinster
316,3.0,1.0,,,"Crossdoney Road, Ballinagh, Co. Cavan",Detached,no,15,Cavan,Ulster
317,4.0,2.0,,450000.0,"Kildromalive Adrigole, Beara, Co. Cork",Detached,no,15,Cork,Munster
318,4.0,3.0,,350000.0,"Gratton Lodge, Aghaboy, Ennybegs, Co. Longford",Detached,no,15,Longford,Leinster
319,2.0,2.0,80.0,465000.0,"Apartment 6, The Spinnaker, The Crescent, Malahide, Co. Dublin",Apartment,no,15,Dublin,Leinster
320,4.0,2.0,170.0,850000.0,"3 Malone Gardens, Sandymount, Dublin 4",End of Terrace,no,16,Dublin 4,Leinster
321,4.0,1.0,162.0,1250000.0,"51 Saint Helen's Road, Booterstown, Co. Dublin",Semi-D,no,16,Dublin,Leinster
322,3.0,1.0,98.0,450000.0,"13 Brookwood Crescent, Artane, Dublin 5",Semi-D,no,16,Dublin 5,Leinster
323,3.0,3.0,97.0,590000.0,"Apartment 2 Block J, Hanover Riverside, Forbes Street, Grand Canal Dock, Dublin 2",Apartment,no,16,Dublin 2,Leinster
324,4.0,4.0,299.0,1000000.0,"142 Drumnigh Wood, Portmarnock, Co. Dublin",Detached,no,16,Dublin,Leinster
325,4.0,2.0,112.0,295000.0,"14 Hazel Brooke, Spa Glen, Mallow, Co. Cork",Detached,no,16,Cork,Munster
326,3.0,3.0,92.0,370000.0,"2 Louisa Court, Crawford Gate, Blackrock, Co. Cork",Terrace,no,16,Cork,Munster
327,4.0,2.0,,440000.0,"134 Ballygall Parade, Finglas East, Finglas, Dublin 11",End of Terrace,no,16,Dublin 11,Leinster
328,4.0,3.0,200.0,395000.0,"Carrowmore, Woodlawn, Ballinasloe, Co. Galway",Detached,no,16,Galway,Connaught
329,3.0,3.0,94.0,199000.0,"162 Rusheen Árd, Caltragh, Sligo, Co. Sligo",End of Terrace,no,16,Sligo,Connaught
330,5.0,4.0,207.0,799950.0,"Stonegate, Garadice, Kilcock, Co. Meath",Detached,no,16,Meath,Leinster
331,3.0,1.0,,195000.0,"9 Cluain Mhuire, Goresbridge, Co. Kilkenny",Semi-D,no,16,Kilkenny,Leinster
332,3.0,1.0,,,"Castlefarm, Dunmore, Co. Galway",Bungalow,no,16,Galway,Connaught
334,3.0,2.0,146.0,175000.0,"Caim, Enniscorthy, Co. Wexford",Bungalow,no,16,Wexford,Leinster
335,3.0,1.0,86.0,285000.0,"106 Cedardale, Ballincollig, Co. Cork",Detached,no,16,Cork,Munster
336,3.0,1.0,78.0,269000.0,"37 Glencurrig, South Douglas Road, Douglas, Co. Cork",Terrace,no,16,Cork,Munster
337,5.0,4.0,366.0,525000.0,"Shanlyre House, Tinegeragh, Watergrasshill, Co. Cork",Detached,no,16,Cork,Munster
338,3.0,2.0,,519950.0,"406b Clonard Road, Kimmage, Dublin 12",Terrace,no,16,Dublin 12,Leinster
339,4.0,2.0,131.0,450000.0,"Inagh, 12 The Grove, Shanakiel, Co. Cork",Detached,no,16,Cork,Munster
340,3.0,2.0,135.0,270000.0,"10 Orchard Drive, Portarlington, Co. Laois",Detached,no,17,Laois,Leinster
341,6.0,6.0,539.0,4600000.0,"Baile An Mhota, Kerrymount Avenue, Foxrock, Dublin 18",Detached,no,17,Dublin 18,Leinster
342,4.0,3.0,175.0,335000.0,"The Gables, Dranagh, St. Mullins, Co. Carlow",Detached,no,17,Carlow,Leinster
343,3.0,1.0,102.0,395000.0,"48 The Way, Ledwill Park, Kilcock, Co. Kildare",End of Terrace,no,17,Kildare,Leinster
344,5.0,3.0,204.0,375000.0,"Castlewarren, Castlewarren, Co. Kilkenny",Detached,no,17,Kilkenny,Leinster
345,5.0,5.0,236.0,390000.0,"Tullyagan, Mountnugent, Co. Cavan",Detached,no,17,Cavan,Ulster
346,3.0,1.0,100.0,399000.0,"72 Shantalla Drive, Beaumont, Beaumont, Dublin 9",End of Terrace,no,17,Dublin 9,Leinster
347,2.0,1.0,110.0,595000.0,"3 St. Peter's Avenue, Phibsborough, Dublin 7",Terrace,no,17,Dublin 7,Leinster
348,2.0,1.0,54.0,425000.0,"24A Mount Pleasant Avenue Lower, Ranelagh, Dublin 6",Semi-D,no,17,Dublin 6,Leinster
349,2.0,2.0,73.0,265000.0,"40 Cherry Lawn, Church Road, Blackrock, Co. Cork",Terrace,no,17,Cork,Munster
350,3.0,1.0,96.0,445000.0,"21 Saint Brigid's Road Lower, Drumcondra, Dublin 9",Terrace,no,17,Dublin 9,Leinster
351,3.0,2.0,89.0,370000.0,"70 Forestwood Avenue, Santry Avenue, Santry, Dublin 9",Terrace,no,17,Dublin 9,Leinster
352,3.0,3.0,86.0,315000.0,"23 The Brambles, Pembroke Wood, Passage West, Co. Cork",Semi-D,no,17,Cork,Munster
353,2.0,1.0,44.0,,"21E Woodlands Villas, Birr, Co. Offaly",Detached,no,17,Offaly,Leinster
354,5.0,2.0,156.0,230000.0,"Abbeyquarter, Ballyhaunis, Co. Mayo",Detached,no,17,Mayo,Connaught
355,5.0,4.0,389.0,699000.0,"Ardnurcher Glebe, Horseleap, Kilbeggan, Co. Westmeath",Detached,no,17,Westmeath,Leinster
356,4.0,2.0,239.0,995000.0,"66 Offington Lawn, Sutton, Sutton, Dublin 13",Detached,no,17,Dublin 13,Leinster
357,5.0,2.0,,295000.0,"Mooreville, Rathdowney, Co. Laois",Detached,no,17,Laois,Leinster
358,5.0,6.0,475.0,,"Glebewood, Glebe Lane, Ratoath, Co. Meath",Detached,no,17,Meath,Leinster
359,3.0,1.0,,295000.0,"Auburn, Pearse Road, Sligo, Co. Sligo",Bungalow,no,17,Sligo,Connaught
360,4.0,3.0,,595000.0,"6 Riverwood Dale, Castleknock, Dublin 15",Semi-D,no,18,Dublin 15,Leinster
361,5.0,4.0,317.0,850000.0,"Gryphon House, Cullen, Riverstick, Kinsale, Co. Cork",Detached,no,18,Cork,Munster
362,3.0,2.0,116.0,455000.0,"27 Windmill Avenue, Swords, Co. Dublin",Semi-D,no,18,Dublin,Leinster
363,3.0,3.0,93.0,330000.0,"24 The Grove, Liffey Hall, Newbridge, Co. Kildare",Semi-D,no,18,Kildare,Leinster
364,4.0,2.0,96.0,245000.0,"4 Rock Cottages, Commons Road, Cork City, Co. Cork",End of Terrace,no,18,Cork,Munster
365,4.0,3.0,125.0,599000.0,"10 Huxley Crescent, Cork Street, The Coombe, Dublin 8",Semi-D,no,18,Dublin 8,Leinster
366,4.0,2.0,170.0,199000.0,"Ounavarra,  Cornakill, Kingscourt, Co. Cavan",Detached,no,18,Cavan,Ulster
367,3.0,1.0,89.0,260000.0,"38 Assumption Place, Kilkenny, Co. Kilkenny",Terrace,no,18,Kilkenny,Leinster
368,4.0,2.0,137.0,395000.0,"3 Dara Park, Kildare, Co. Kildare",Detached,no,18,Kildare,Leinster
369,4.0,3.0,210.0,350000.0,"Lismacanican, Mountnugent, Co. Cavan",Detached,no,18,Cavan,Ulster
370,4.0,3.0,152.0,925000.0,"Orston, Orston, Dundrum Road, Dundrum, Dublin 14",Semi-D,no,18,Dublin 14,Leinster
371,5.0,4.0,228.0,435000.0,"Hunters Lodge, Newmarket, Co. Kilkenny",Detached,no,18,Kilkenny,Leinster
372,4.0,3.0,161.0,725000.0,"75 Furry Park Road, Killester, Dublin 5",End of Terrace,no,18,Dublin 5,Leinster
373,4.0,2.0,153.0,975000.0,"120 Ard Na Mara, Malahide, Co. Dublin",Detached,no,18,Dublin,Leinster
374,5.0,3.0,200.0,1600000.0,"37 The Old Golf Links, Malahide, Co. Dublin",Detached,no,18,Dublin,Leinster
375,5.0,4.0,279.0,645000.0,"Taylors Cross, Banagher, Co. Offaly",Detached,no,18,Offaly,Leinster
376,4.0,4.0,195.0,650000.0,"Tullagreen, Passage Road, Waterford",Semi-D,no,18,Waterford,Munster
377,5.0,5.0,385.0,3500000.0,"2 Bayswater Terrace, Sandycove, Co. Dublin",Terrace,no,18,Dublin,Leinster
378,4.0,1.0,104.0,250000.0,"Church Road, Midleton, Co. Cork",Terrace,no,18,Cork,Munster
379,2.0,2.0,70.0,195000.0,"16 Main Street, Rostellan, Co. Cork",Townhouse,no,18,Cork,Munster
380,2.0,2.0,70.0,195000.0,"16 Main Street, Rostellan, Co. Cork",Townhouse,no,19,Cork,Munster
381,4.0,4.0,193.0,525000.0,"1 Coolflugh, Tower, Blarney, Co. Cork",Detached,no,19,Cork,Munster
382,4.0,4.0,180.0,425000.0,"Inchacooly, Monasterevin, Co. Kildare",Detached,no,19,Kildare,Leinster
383,5.0,2.0,176.0,545000.0,"Tonamo, 10 Munster Street, Dublin 7",Terrace,no,19,Dublin 7,Leinster
384,6.0,4.0,368.0,2475000.0,"Belgrave Lodge, 1 Belgrave Terrace, Monkstown, Co. Dublin",End of Terrace,no,19,Dublin,Leinster
385,5.0,5.0,315.0,1250000.0,"The Orchard Field, Curraleigh, Inniscarra, Co. Cork",Detached,no,19,Cork,Munster
386,2.0,2.0,,315000.0,"3 Convent VIew Cottages, Cabra, Dublin 7",Detached,no,19,Dublin 7,Leinster
387,3.0,4.0,249.0,760000.0,"77 Ballintyre Grove, Ballinteer, Dublin 16",Apartment,no,19,Dublin 16,Leinster
388,5.0,3.0,187.0,450000.0,"Wilton, Bree, Co. Wexford",Detached,no,19,Wexford,Leinster
389,3.0,1.0,118.0,,"Clonkelly, Birr, Co. Offaly",Detached,no,19,Offaly,Leinster
390,3.0,1.0,104.0,250000.0,"28 Saint Joseph's Park, The Lough, Glasheen, Co. Cork",Semi-D,no,19,Cork,Munster
391,2.0,1.0,62.0,305000.0,"Apartment 7, Valencia House, North Circular Road, Dublin 7",Apartment,no,19,Dublin 7,Leinster
392,3.0,2.0,,340000.0,"3 Spring Road, Riverway, Douglas, Co. Cork",Semi-D,no,19,Cork,Munster
393,6.0,7.0,282.0,430000.0,"Killoughter, Redhills, Co. Cavan",Detached,no,19,Cavan,Ulster
394,4.0,3.0,,340000.0,"48 Grand Priory, Kells, Co. Meath",Detached,no,19,Meath,Leinster
395,4.0,1.0,,,"Aughakilmore, Bunlahy, Co. Longford",Detached,no,19,Longford,Leinster
396,5.0,5.0,389.0,825000.0,"Lousybush, Kilkenny, Co. Kilkenny",Detached,no,19,Kilkenny,Leinster
397,3.0,3.0,114.0,350000.0,"12 Preston Brook, Rathangan, Co. Kildare",Detached,no,19,Kildare,Leinster
398,4.0,3.0,120.0,269000.0,"9 Crozon Park, Sligo, Co. Sligo",Detached,no,19,Sligo,Connaught
399,2.0,2.0,130.0,180000.0,"Strand Street, Kanturk, Co. Cork",Detached,no,19,Cork,Munster
400,3.0,1.0,76.0,229000.0,"14 Crozon Downs, Sligo, Co. Sligo",Bungalow,no,20,Sligo,Connaught
401,3.0,3.0,102.0,345000.0,"11 Ardlea Road, Artane, Artane, Dublin 5",Terrace,no,20,Dublin 5,Leinster
402,5.0,4.0,,169000.0,"Orlando House, Bailieborough, Co. Cavan",Semi-D,no,20,Cavan,Ulster
403,2.0,2.0,66.0,175000.0,"Apartment 32, John's Gate, Kilkenny, Co. Kilkenny",Apartment,no,20,Kilkenny,Leinster
404,4.0,3.0,140.0,340000.0,"18 Lime Tree Avenue, Kilminchy, Portlaoise, Co. Laois",Detached,no,20,Laois,Leinster
405,4.0,3.0,124.0,330000.0,"61 Uilinn, Moycullen, Co. Galway",Semi-D,no,20,Galway,Connaught
406,4.0,4.0,,575000.0,"Braclyn, The Village, Cheekpoint, Co. Waterford",Detached,no,20,Waterford,Munster
407,4.0,3.0,140.0,395000.0,"19 Old Connell Weir, Newbridge, Co. Kildare",Semi-D,no,20,Kildare,Leinster
408,3.0,3.0,133.0,240000.0,"Apartment 206, River Oaks, Ballisodare, Co. Sligo",Apartment,no,20,Sligo,Connaught
409,3.0,3.0,100.0,295000.0,"116 Elmgrove, Sallybrook, Glanmire, Co. Cork",Semi-D,no,20,Cork,Munster
410,5.0,2.0,299.0,1400000.0,"Cranford Hall, Estuary Road, Malahide, Co. Dublin",Detached,no,20,Dublin,Leinster
411,4.0,2.0,155.0,,"Kiltykeary, Edgeworthstown, Co. Longford",Bungalow,no,20,Longford,Leinster
412,4.0,2.0,132.0,415000.0,"2 Avenue Court, Gorey, Co. Wexford",Detached,no,20,Wexford,Leinster
413,5.0,4.0,228.0,725000.0,"16 Ardilea, Castlecomer Road, Kilkenny, Co. Kilkenny",Detached,no,20,Kilkenny,Leinster
414,3.0,2.0,93.0,149000.0,"5 Lough View, Lough Gowna, Co. Cavan",Terrace,no,20,Cavan,Ulster
415,3.0,1.0,111.0,295000.0,"8 Ashton Grove, Earlscourt, Waterford",Semi-D,no,20,Waterford,Munster
416,2.0,2.0,,169000.0,"39 Rusheen Árd, Caltragh, Sligo, Co. Sligo",Terrace,no,20,Sligo,Connaught
417,3.0,3.0,,560000.0,"Belcamp Manor , Balgriffin, Dublin 17",Terrace,yes,20,Dublin 17,Leinster
418,4.0,3.0,,,"Belcamp Manor , Balgriffin, Dublin 17",Terrace,yes,20,Dublin 17,Leinster
419,3.0,2.0,,,"Mooretown, Mooretown, Swords, Co. Dublin",Semi-D,yes,20,Dublin,Leinster
420,4.0,2.0,,,"Mooretown, Mooretown, Swords, Co. Dublin",Semi-D,yes,20,Dublin,Leinster
421,3.0,3.0,,305000.0,"The Elms, Cois Máigh, Mogeely, Co. Cork",Terrace,yes,20,Cork,Munster
422,3.0,3.0,,320000.0,"The Elms, Cois Máigh, Mogeely, Co. Cork",Terrace,yes,20,Cork,Munster
423,4.0,3.0,,350000.0,"The Elms, Cois Máigh, Mogeely, Co. Cork",Semi-D,yes,20,Cork,Munster
424,4.0,3.0,,470000.0,"Kilbelin Abbey, Newbridge, Newbridge, Co. Kildare",Detached,yes,21,Kildare,Leinster
425,4.0,4.0,,540000.0,"Kilbelin Abbey, Newbridge, Newbridge, Co. Kildare",Detached,yes,21,Kildare,Leinster
426,4.0,4.0,,545000.0,"Kilbelin Abbey, Newbridge, Newbridge, Co. Kildare",Detached,yes,21,Kildare,Leinster
427,3.0,3.0,,400000.0,"Station Walk, Newbridge, Co. Kildare",Semi-D,yes,21,Kildare,Leinster
428,3.0,3.0,,400000.0,"Station Walk, Newbridge, Co. Kildare",Terrace,yes,21,Kildare,Leinster
429,4.0,3.0,,,"Station Walk, Newbridge, Co. Kildare",Semi-D,yes,21,Kildare,Leinster
